"runner75" "obervation_id" "loanlink" "opening_balance" "avg_transaction" "minority_dummy" "above_insurance" "ln_accountage" "age" "stock" "social_runners" "ward_runners" "education" "avg_deposit_chng" "avg_withdraw_chng" "education_dummy1" "education_dummy2" "wealth"
"81" 1 3708 0 0 2 0 1 6.6147255897522 4 0 0.0669642835855484 0.0319634713232517 2 0.000281329004792497 0 1 0 0.00792156904935837
"82" 0 9953 0 0.742399990558624 0 0 0 7.6838641166687 4 0 0 0.0127041740342975 3 0.00033112900564447 0 0 1 0.00792156904935837
"83" 0 15204 0 2.92000007629395 5 1 0 7.6838641166687 3 0 0.400000005960464 0.0313192009925842 3 0.000367928994819522 0 0 1 0.00792156904935837
"84" 0 3544 0 3.40000009536743 0 0 0 6.95368432998657 4 0 0 0.0245283022522926 3 0.000248013995587826 0 0 1 0.00792156904935837
"85" 0 18455 0 2.35999989509583 4 0 0 7.06731986999512 4 1 0 0.0271317828446627 3 0.0428101420402527 0 0 1 0.00792156904935837
"86" 0 10440 0 87.3723068237305 18 0 0 7.6838641166687 4 0 0 0.032992035150528 2 0.000342999992426485 0.00222274288535118 1 0 0.00792156904935837
"87" 0 17653 0 8.97999954223633 5 1 0 7.49164533615112 4 0 0 0.0313192009925842 2 0.00279145711101592 0 1 0 0.00792156904935837
"88" 0 16245 0 225.952301025391 6 1 0 8.07402610778809 4 0 0 0.0313192009925842 2 0.000391386012779549 0 1 0 0.00792156904935837
"89" 1 1837 0 70.8649978637695 34 0 0 8.08610248565674 4 0 0.0669642835855484 0.032992035150528 3 0 0.00832662917673588 0 1 0.00792156904935837
"90" 0 15215 0 2.14949989318848 4 1 0 7.6838641166687 4 0 0 0.0313192009925842 3 0.000368042994523421 0 0 1 0.00792156904935837
"91" 0 17072 0 22.3299999237061 5 0 0 7.75061464309692 4 0 0 0.032992035150528 2 0.000610756978858262 0 1 0 0.00792156904935837
"92" 1 13425 0 49.831600189209 4 1 0 7.6838641166687 4 0 0 0.0313192009925842 3 0.000358285993570462 0 0 1 0.00792156904935837
"93" 0 19501 0 7.73000001907349 3 1 0 5.28320360183716 4 0 0 0.0313192009925842 1 2.10332131385803 0 0 0 0.0102040823549032
"94" 0 18352 0 3.24000000953674 5 0 0 7.14440727233887 4 NA 0 0.0313192009925842 2 0.0308480709791183 0 1 0 0.0102040823549032
"95" 0 10038 0 0.410299986600876 3 0 0 7.6838641166687 4 0 0 0.032992035150528 3 0.000334200012730435 0 0 1 0.0115551566705108
"96" 1 12345 0 0 29 0 1 7.6838641166687 4 0 0 0.03125 2 0.000355956988641992 0 1 0 0.011633588001132
"97" 1 17400 0 404.190002441406 5 1 0 7.60140228271484 4 0 0 0.0313192009925842 2 0.00131930003408343 0 1 0 0.011633588001132
"98" 1 19375 0 69.3000030517578 36 0 0 5.83481073379517 4 0 0.600000023841858 0.0313192009925842 2 0.857359230518341 0.0241257436573505 1 0 0.011633588001132
"99" 0 2580 0 4.48939990997314 0 0 0 7.68937110900879 4 0 0 0.032992035150528 2 0 0 1 0 0.011633588001132
"100" 0 13909 0 0.50330001115799 3 0 0 7.6838641166687 4 1 0 0.0245283022522926 2 0.0003600140044 0 1 0 0.011633588001132
"101" 0 2495 0 21.5314998626709 8 0 0 7.72929573059082 4 0 0 0.0442890450358391 3 0 0 0 1 0.011633588001132
"102" 0 14813 0 0 4 0 1 7.6838641166687 4 1 0 0.0313192009925842 2 0.000364829000318423 0 1 0 0.0141256507486105
"103" 0 14841 0 0.263199985027313 3 0 0 7.6838641166687 4 1 0 0.0313192009925842 1 0.000365000014426187 0 0 0 0.0141256507486105
"104" 0 13232 0 2.32929992675781 4 0 0 7.6838641166687 4 0 0 0.0313192009925842 2 0.000357785989763215 0 1 0 0.0141256507486105
"105" 0 18222 0 2.575199842453 6 1 0 7.22475337982178 3 0 0 0.029126213863492 2 0.0203624423593283 0 1 0 0.0141256507486105
"106" 1 3715 0 640.809997558594 13 0 0 6.59850883483887 4 0 0.0669642835855484 0.0314685329794884 3 0.00028367099002935 0 0 1 0.0141256507486105
"107" 1 3181 0 130.945999145508 206 0 0 7.33758783340454 4 0 0.181818187236786 0.0428571440279484 2 0 0.124951258301735 1 0 0.0141256507486105
"108" 1 11202 0 289.547607421875 8 0 0 7.6838641166687 4 0 0 0.0313192009925842 2 0.000350957008777186 0.000977113959379494 1 0 0.0141256507486105
"109" 0 15050 0 1.72049999237061 4 1 0 7.6838641166687 4 0 0 0.0313192009925842 2 0.000366313994163647 0 1 0 0.0142040830105543
"110" 1 19451 0 197.949996948242 15 0 0 5.59842205047607 4 0 0.600000023841858 0.0313192009925842 2 1.47911524772644 0.00506719993427396 1 0 0.0142040830105543
"111" 0 15050 0 1.72049999237061 4 1 0 7.6838641166687 4 0 0 0.0313192009925842 2 0.000366313994163647 0 1 0 0.0142040830105543
"112" 0 15367 0 0.310000002384186 3 0 0 7.6838641166687 4 0 0 0.0239520967006683 1 0.000369843008229509 0 0 0 0.0155551563948393
"113" 0 11246 0 3.13040018081665 4 1 0 7.6838641166687 3 0 0 0.0313192009925842 3 0.000351285998476669 0 0 1 0.0155551563948393
"114" 0 18055 0 5.13000011444092 4 0 0 7.32052707672119 4 0 0 0.032992035150528 3 0.0118065997958183 0 0 1 0.0155551563948393
"115" 1 18273 0 0 38 0 1 7.19293403625488 3 0 0.5 0.0358422957360744 2 0.0236668568104506 0.00132115697488189 1 0 0.0155551563948393
"116" 1 15526 0 85.4499969482422 24 1 0 7.6838641166687 4 0 0 0.0313192009925842 2 0.000371942995116115 0 1 0 0.0155551563948393
"117" 0 9790 0 2.58279991149902 4 0 0 7.6838641166687 4 0 0 0.0358422957360744 1 0.000324657012242824 0 0 0 0.0155551563948393
"118" 0 9640 0 3.61870002746582 4 0 0 7.6838641166687 5 0 0 0.0442890450358391 2 0.000317428988637403 0 1 0 0.0155551563948393
"119" 1 10441 0 308.129089355469 8 0 0 7.6838641166687 4 0 0 0.032992035150528 2 0.000342999992426485 0.0136256711557508 1 0 0.0155551563948393
"120" 0 14759 0 2.42639994621277 4 0 0 7.6838641166687 NA 0 0 0.0313192009925842 2 0.000364428997272626 0 1 0 0.0155551563948393
"121" 0 16360 0 4.53999996185303 4 0 0 8.03008365631104 4 0 0 0.0239520967006683 2 0.000396743009332567 0 1 0 0.0155551563948393
"122" 0 19290 0 4.01999998092651 16 0 0 6.03548145294189 3 0 0.0669642835855484 0.0314685329794884 2 0.560404479503632 0 1 0 0.0155551563948393
"123" 0 19397 0 3.1800000667572 8 0 0 5.77455139160156 4 1 0 0 2 0.980474293231964 0 1 0 0.0155551563948393
"124" 1 18807 0 5.88000011444092 7 0 0 6.83195352554321 4 0 0.101351350545883 0.0313192009925842 2 0.121412888169289 0 1 0 0.0155551563948393
"125" 1 19287 0 44.8699989318848 22 1 0 6.05208921432495 4 0 0.400000005960464 0.0313192009925842 3 0.545454561710358 0.0134312137961388 0 1 0.0155551563948393
"126" 0 15062 0 7.80000019073486 4 1 0 7.6838641166687 4 0 0 0.032992035150528 1 0.000366571010090411 0 0 0 0.0155551563948393
"127" 0 13923 0 2.32850003242493 4 0 0 7.6838641166687 4 0 0 0.0313192009925842 2 0.00036008600727655 0 1 0 0.0155551563948393
"128" 0 18711 0 2.0528998374939 4 1 0 6.90575313568115 NA 0 0 0.0246153846383095 2 0.0947563722729683 0 1 0 0.0155551563948393
"129" 1 19140 0 57.6199989318848 34 1 0 6.4329400062561 4 0 0.400000005960464 0.0314136110246181 2 0.318054437637329 0.0126288142055273 1 0 0.0155551563948393
"130" 0 10704 0 9.10650062561035 4 0 0 7.6838641166687 4 0 0 0.022624434903264 3 0.000346529006492347 0 0 1 0.0155551563948393
"131" 0 16869 0 10.9080009460449 34 0 0 7.85282802581787 NA 0 0 0.0314685329794884 3 0.000467828998807818 0.00704197119921446 0 1 0.0155551563948393
"132" 0 13195 0 0.530400037765503 3 0 0 7.6838641166687 4 0 0 0.0313192009925842 3 0.000357729004463181 0 0 1 0.0155551563948393
"133" 0 12747 0 0.919200003147125 3 0 0 7.6838641166687 4 0 0 0.0313192009925842 2 0.000356986012775451 0 1 0 0.0155551563948393
"134" 0 17902 1 2.52999997138977 4 1 0 7.39141511917114 4 0 0 0.0127041740342975 3 0.00653834315016866 0 0 1 0.0155551563948393
"135" 0 18406 0 8.75400066375732 4 0 0 7.09920167922974 4 0 0.181818187236786 0.0127041740342975 2 0.0369116552174091 0 1 0 0.0155551563948393
"136" 1 17957 0 362.350006103516 16 0 0 7.3752555847168 NA 0 0.5 0.032992035150528 1 0.00864122901111841 0 0 0 0.0155551563948393
"137" 0 17383 0 12.25 4 0 0 7.60688447952271 4 0 0 0.0313192009925842 2 0.00125307100825012 0 1 0 0.0155551563948393
"138" 0 10644 0 6.37859964370728 4 1 0 7.6838641166687 4 0 0 0.0313192009925842 2 0.00034587099798955 0 1 0 0.0155551563948393
"139" 0 17278 0 27.7900009155273 7 0 0 7.66996192932129 4 0 0 0.0313192009925842 1 0.000934000010602176 0 0 0 0.0155551563948393
"140" 0 18549 0 22.0499992370605 31 0 0 7.00578880310059 4 0 0 0.0313192009925842 2 0.0593831427395344 0.0264823138713837 1 0 0.0155551563948393
"141" 0 14320 0 3.25100016593933 4 1 0 7.6838641166687 4 0 0 0.0313192009925842 2 0.000361857004463673 0 1 0 0.0155551563948393
"142" 0 16837 0 0.759999990463257 3 1 0 7.87016582489014 4 0 0 0.0270270276814699 3 0.000459200004115701 0 0 1 0.0155551563948393
"143" 0 14916 0 2.94799995422363 4 1 0 7.6838641166687 4 0 0 0.0313192009925842 1 0.000365443003829569 0 0 0 0.0155551563948393
"144" 0 3714 1 9.89999961853027 0 0 0 6.5998706817627 4 0 0.101351350545883 0.0319634713232517 2 0.00028300000121817 0 1 0 0.0155551563948393
"145" 0 16026 0 7.99099969863892 9 0 0 8.12917518615723 4 0 0 0.0239520967006683 3 0.000380957004381344 0 0 1 0.0155551563948393
"146" 1 10002 0 300.528900146484 27 0 0 7.6838641166687 4 0 0.5 0.0314685329794884 3 0.000332756986608729 0.000468785990960896 0 1 0.0155551563948393
"147" 0 17800 0 0.620000004768372 3 1 0 7.43011426925659 4 0 0 0.0313192009925842 1 0.00441349996253848 0 0 0 0.0155551563948393
"148" 0 14882 0 0.398499995470047 3 1 0 7.6838641166687 4 0 0 0 2 0.00036525700124912 0 1 0 0.0155551563948393
"149" 1 868 0 0 11 0 1 8.68169021606445 3 1 0.200000002980232 0.0313192009925842 3 0 0 0 1 0.0155551563948393
"150" 0 9819 0 3.05209994316101 4 0 0 7.6838641166687 4 0 0 0.0245283022522926 1 0.000325856992276385 0 0 0 0.0155551563948393
"151" 0 16736 0 116.230003356934 8 0 0 7.90174770355225 3 0 0 0.03125 2 0.000437785987742245 0 1 0 0.0155551563948393
"152" 0 11723 0 0.920400023460388 3 0 0 7.6838641166687 4 0 0 0.032992035150528 2 0.000353785988409072 0 1 0 0.0155551563948393
"153" 0 11113 0 3.63689994812012 4 0 0 7.6838641166687 4 0 0 0.0313192009925842 2 0.000350271002389491 0 1 0 0.0155551563948393
"154" 0 16661 0 3.89000010490417 7 1 0 7.92189836502075 4 0 0 0.032992035150528 2 0.000424328987719491 0.0141191706061363 1 0 0.0155551563948393
"155" 0 10104 0 24.4416999816895 4 0 0 7.6838641166687 NA 0 0 0.0358422957360744 2 0.000335899996571243 0 1 0 0.0155551563948393
"156" 0 11246 0 3.13040018081665 4 1 0 7.6838641166687 4 0 0 0.0313192009925842 2 0.000351285998476669 0 1 0 0.0155551563948393
"157" 0 11240 0 4.14429998397827 4 0 0 7.6838641166687 4 1 0 0.0358422957360744 3 0.000351257011061534 0 0 1 0.0155551563948393
"158" 0 15924 0 1.72000002861023 4 0 0 8.1539249420166 4 1 0 0.0246153846383095 2 0.000378828990506008 0 1 0 0.0155551563948393
"159" 0 12347 0 1.89230000972748 4 1 0 7.6838641166687 4 0 0 0.0313192009925842 2 0.000355970987584442 0 1 0 0.0155551563948393
"160" 1 15230 0 256.334991455078 6 1 0 7.6838641166687 3 0 0 0.0313192009925842 2 0.000368200009688735 0 1 0 0.0155551563948393
"161" 0 15955 0 15.5447998046875 7 0 0 8.14873504638672 3 1 0 0.0245283022522926 2 0.0003800289996434 0 1 0 0.0155551563948393
"162" 0 19079 0 274.880004882812 5 1 0 6.51619291305542 4 0 0 0.0313192009925842 2 0.279548317193985 0 1 0 0.0155551563948393
"163" 0 13910 0 2.71130013465881 4 1 0 7.6838641166687 4 0 0.333333343267441 0.0313192009925842 2 0.000360028992872685 0 1 0 0.0155551563948393
"164" 0 13450 0 5.33219957351685 11 0 0 7.6838641166687 5 0 0 0.0245283022522926 2 0.000358371005859226 0 1 0 0.0155551563948393
"165" 0 12347 0 1.89230000972748 4 1 0 7.6838641166687 3 0 0 0.0313192009925842 3 0.000355970987584442 0 0 1 0.0155551563948393
"166" 0 12889 0 0.287600010633469 7 1 0 7.6838641166687 4 0 0 0.0313192009925842 1 0.000357142998836935 0.010334842838347 0 0 0.0155551563948393
"167" 0 14528 0 0.459500014781952 3 1 0 7.6838641166687 4 0 0 0.0313192009925842 3 0.000362957012839615 0 0 1 0.0155551563948393
"168" 0 19240 0 5.76000022888184 9 1 0 6.16120719909668 3 1 0 0.032992035150528 3 0.452531725168228 0.011841599829495 0 1 0.0155551563948393
"169" 0 12194 0 3.90769982337952 4 1 0 7.6838641166687 4 1 0 0.0313192009925842 3 0.000355486001353711 0 0 1 0.0155551563948393
"170" 0 19613 0 5.86999988555908 14 0 0 3.89182019233704 4 0 0 0.0313192009925842 3 0 0.0582337416708469 0 1 0.0155551563948393
"171" 0 10046 0 32.6450996398926 4 1 0 7.6838641166687 4 0 0 0.0313192009925842 2 0.000334514013957232 0 1 0 0.0155551563948393
"172" 1 15267 0 67.572998046875 17 0 0 7.6838641166687 4 0 0 0.0313192009925842 2 0.000368486013030633 0 1 0 0.0155551563948393
"173" 0 9671 0 3.50239992141724 4 1 0 7.6838641166687 4 0 0 0.032992035150528 2 0.000318942999001592 0 1 0 0.0155551563948393
"174" 1 13156 0 421.192687988281 8 0 0 7.6838641166687 4 1 0 0.0313192009925842 2 0.000357643002644181 0.0044775428250432 1 0 0.0155551563948393
"175" 0 17681 0 3.07999992370605 4 0 0 7.48605251312256 4 0 0 0.070175439119339 2 0.00309278606437147 0 1 0 0.0155551563948393
"176" 0 15527 0 1.34500002861023 4 1 0 7.6838641166687 4 0 0 0.0313192009925842 2 0.000371970993001014 0 1 0 0.0155551563948393
"177" 1 19528 0 58.4300003051758 11 1 0 5.12989854812622 4 0 0.101351350545883 0.0227272734045982 2 2.97672152519226 0.00901705678552389 1 0 0.0155551563948393
"178" 1 14183 0 100.219100952148 5 0 0 7.6838641166687 3 0 0 0.0313192009925842 2 0.000361256999894977 0 1 0 0.0155551563948393
"179" 0 673 0 5.74969959259033 0 0 0 8.76139354705811 4 0 0 0.0314136110246181 3 0 0 0 1 0.0155551563948393
"180" 0 9797 0 5.4225001335144 4 0 0 7.6838641166687 4 1 0 0.0245283022522926 2 0.000324671011185274 0 1 0 0.0155551563948393
"181" 0 10026 0 9.60050010681152 4 0 0 7.6838641166687 NA 0 0 0.0313192009925842 2 0.000333728996338323 0 1 0 0.0155551563948393
"182" 0 19381 0 113.709999084473 11 0 0 5.81114101409912 4 1 0 0.0313192009925842 3 0.900377631187439 0.00215568603016436 0 1 0.0155551563948393
"183" 0 10632 0 0.921999990940094 3 0 0 7.6838641166687 NA 0 0 0 2 0.000345628999639302 0 1 0 0.0155551563948393
