"runner75" "runner50" "runner25" "runner75_extended" "minority_dummy" "above_insurance" "opening_balance" "avg_transaction" "max_accountage" "ward_runners" "social_runners" "loanlink" "avg_deposit_chng" "avg_withdraw_chng" "uninsured_rel" "uninsured_no_rel" "travel_costs" "ward" "adress" "accountage" "ln_accountage" "loanlink_before" "loanlink_after" "loanlink_current"
"37" 0 0 0 0 1 0 3.19929981231689 0 7.6838641166687 0.0245283022522926 0 0 0 0 0 0 5 7 10006964 2173 7.6838641166687 0 0 0
"38" 0 0 0 0 0 0 11.815899848938 2 9.25177001953125 0.0227272734045982 0 0 0 0 0 0 5 16 10012409 10423 9.25177001953125 0 0 0
"39" 0 0 0 0 0 0 2.26960015296936 0 7.6838641166687 0.032992035150528 0 0 0 0 0 0 1 5 10000009 2173 7.6838641166687 0 0 0
"40" 0 0 0 0 0 0 5.6919002532959 0 9.24744319915771 0.0314136110246181 0 0 0 0 0 0 4 38 10000079 10378 9.24744319915771 0 0 0
"41" 0 0 0 0 0 0 9.15359973907471 0 9.28079891204834 0.0271317828446627 0 0 0 0 0 0 7 9 10000047 10730 9.28079891204834 0 0 0
"42" 0 0 0 0 0 0 2.46499991416931 0 7.6838641166687 0.0313192009925842 0 0 0 0 0 0 2 6 10012748 2173 7.6838641166687 0 0 0
"43" 0 0 0 0 0 0 4.76119995117188 0 9.23814964294434 0.0314136110246181 0 0 0 0 0 0 3 38 10011464 10282 9.23814964294434 0 0 0
"44" 0 0 0 0 1 0 10.5799999237061 7 9.23630046844482 0.0313192009925842 0 0 0 0.0111744999885559 0 0 2 6 10012006 10263 9.23630046844482 0 0 0
"45" 0 0 0 0 0 0 9.6560001373291 0 9.23532581329346 0.00970873795449734 0 0 0 0 0 0 5 3 10000540 10253 9.23532581329346 0 0 0
"46" 0 0 0 0 0 0 10.3382997512817 0 9.23043727874756 0.0127041740342975 0 0 0 0 0 0 3 2 10005109 10203 9.23043727874756 0 0 0
"47" 0 0 0 0 0 0 5 0 7.6838641166687 0.0313192009925842 0 0 0 0 0 0 2 6 10012121 2173 7.6838641166687 0 0 0
"48" 0 0 0 0 1 0 0.0419999994337559 0 7.6838641166687 0 0 0 0 0 0 0 7 34 10006155 2173 7.6838641166687 0 0 0
"49" 0 0 0 0 0 0 3.5657000541687 0 9.21203899383545 0.00970873795449734 0 0 0 0 0 0 5 3 10010887 10017 9.21203899383545 0 0 0
"50" 0 0 0 0 0 0 3.23260021209717 0 7.6838641166687 0 0 0 0 0 0 0 7 15 10014895 2173 7.6838641166687 0 0 0
"51" 0 0 0 0 0 0 11.9731006622314 0 9.19512557983398 0.032992035150528 0 0 0 0 0 0 2 5 10014567 9849 9.19512557983398 0 0 0
"52" 0 0 0 0 0 0 9.65069961547852 96 9.19441413879395 0.0313192009925842 0 0 0 0.0437527559697628 0 0 1 6 10014376 9842 9.19441413879395 0 0 0
"53" 0 0 0 0 0 0 10.2582998275757 37 9.19299030303955 0.0314136110246181 0 0 0 0.0358110852539539 0 0 5 38 10013904 9828 9.19299030303955 0 0 0
"54" 0 0 0 0 0 0 3.14529991149902 0 7.6838641166687 0 0 0 0 0 0 0 7 76 10008427 2173 7.6838641166687 0 0 0
"55" 0 0 0 0 0 0 4.83099985122681 0 9.18266105651855 0.032992035150528 0 0 0 0 0 0 3 5 10012801 9727 9.18266105651855 0 0 0
"56" 0 0 0 0 0 0 29.5830001831055 17 9.17823028564453 0.0313192009925842 0.101265825331211 0 0 0 0 0 2 6 10011957 9684 9.17823028564453 0 0 0
"57" 0 0 0 0 0 0 4.97249984741211 0 9.17616271972656 0.032992035150528 0 0 0 0 0 0 3 5 10001337 9664 9.17616271972656 0 0 0
"58" 0 0 0 0 0 0 6.22799968719482 0 9.16461086273193 0.0313192009925842 0 0 0 0 0 0 2 6 10015547 9553 9.16461086273193 0 0 0
"59" 0 0 0 0 0 0 28.3780002593994 1 9.15820503234863 0.0314136110246181 0 0 0 0 0 0 4 38 10000023 9492 9.15820503234863 0 0 0
"60" 0 0 0 0 0 0 14.5220994949341 0 9.15218162536621 0.0313192009925842 0 0 0 0 0 0 2 6 10014254 9435 9.15218162536621 0 0 0
"61" 0 0 0 0 0 0 2.07350015640259 0 9.14984703063965 0.03125 0 0 0 0 0 0 7 63 10006796 9413 9.14984703063965 0 0 0
"62" 0 0 0 0 0 0 7.20690011978149 0 9.15852069854736 0.0442890450358391 0 0 0 0 0 0 1 1 10013624 9495 9.15852069854736 0 0 0
"63" 0 0 0 0 0 0 0.365800023078918 0 7.6838641166687 0.032992035150528 0 0 0 0 0 0 1 5 10008883 2173 7.6838641166687 0 0 0
"64" 0 0 0 0 0 0 52.6397018432617 0 9.13216304779053 0.0313192009925842 0 0 0 0 0 0 2 6 10008977 9248 9.13216304779053 0 0 0
"65" 0 0 0 0 0 0 7.39219951629639 0 9.16565704345703 0.0245283022522926 0 0 0 0 0 0 6 7 10006546 9563 9.16565704345703 0 0 0
"66" 0 0 0 0 0 0 3.84039998054504 0 9.12325668334961 NA 0 0 0 0 0 0 NA NA NA 9166 9.12325668334961 0 0 0
"67" 0 0 0 0 0 0 9.50850009918213 0 9.11712837219238 0.0313192009925842 0 0 0 0 0 0 2 6 10012002 9110 9.11712837219238 0 0 0
"68" 0 0 0 0 0 0 2.66769981384277 0 9.09593868255615 0.0127041740342975 0 0 0 0 0 0 4 2 10001551 8919 9.09593868255615 0 0 0
"69" 0 0 0 0 0 0 10.1196002960205 1 9.09403133392334 0.0313192009925842 0 0 0 0 0 0 2 6 10015723 8902 9.09403133392334 0 0 0
"70" 0 0 0 0 0 0 4.9060001373291 0 9.08489036560059 0.0246153846383095 0 0 0 0 0 0 5 40 10015384 8821 9.08489036560059 0 0 0
"71" 0 0 0 0 0 0 47.9771003723145 0 9.08489036560059 0.0246153846383095 0 0 0 0 0 0 5 40 10015384 8803 9.08284759521484 0 0 0
"72" 0 0 0 0 0 0 5.40500020980835 0 7.6838641166687 NA 0 0 0 0 0 0 NA NA NA 2173 7.6838641166687 0 0 0
"73" 0 0 0 0 0 0 4.92640018463135 0 9.07520771026611 0.0319634713232517 0 0 0 0 0 0 7 10 10008579 8736 9.07520771026611 0 0 0
"74" 0 0 0 0 0 0 59.4452018737793 0 9.07394790649414 0.0313192009925842 0 0 0 0 0 0 2 6 10003927 8725 9.07394790649414 0 0 0
"75" 0 0 0 0 1 0 8.63159942626953 0 9.06808567047119 0.0313192009925842 0 0 0 0 0 0 2 6 10011978 8674 9.06808567047119 0 0 0
"76" 0 0 0 0 1 0 13.3145999908447 0 9.06531429290771 0.0358422957360744 0 0 0 0 0 0 4 39 10005574 8650 9.06531429290771 0 0 0
"77" 0 0 0 0 0 0 6.03909969329834 0 9.06543064117432 0.0313192009925842 0 0 0 0 0 0 1 6 10002159 8651 9.06543064117432 0 0 0
"78" 0 0 0 0 0 0 15.8018007278442 0 7.6838641166687 0.0314136110246181 0 0 0 0 0 0 4 38 NA 2173 7.6838641166687 0 0 0
"79" 0 0 0 0 0 0 17.8467998504639 0 9.0484094619751 0 0 0 0 0 0 0 7 15 10015311 8505 9.0484094619751 0 0 0
"80" 0 0 0 0 0 0 5.87520027160645 0 9.04793930053711 0.0246153846383095 0 0 0 0 0 0 6 40 10014474 8501 9.04793930053711 0 0 0
"81" 0 0 0 0 0 0 9.7878999710083 0 9.04416751861572 0.032992035150528 0 0 0 0 0 0 1 5 10013993 8469 9.04416751861572 0 0 0
"82" 0 0 0 0 0 0 16.4944000244141 0 7.6838641166687 0.0246153846383095 0 0 0 0 0 0 7 40 NA 2173 7.6838641166687 0 0 0
"83" 0 0 0 0 1 0 9.98579978942871 35 9.04097461700439 0.0313192009925842 0 1 0 0.0399487279355526 0 0 2 6 10007734 8442 9.04097461700439 0 0 1
"84" 0 0 0 0 0 0 13.521800994873 0 9.03967094421387 0.0358422957360744 0 0 0 0 0 0 4 39 10001391 8431 9.03967094421387 0 0 0
"85" 0 0 0 0 0 0 62.4837989807129 0 9.03895854949951 0.0314136110246181 0 1 0 0 0 0 3 38 10014913 8425 9.03895854949951 0 0 1
"86" 0 0 0 0 0 0 66.7425003051758 30 9.03824615478516 0.0313192009925842 0 0 0 0.012663571164012 0 0 1 6 10013664 8419 9.03824615478516 0 0 0
"87" 0 0 0 0 0 0 8 0 9.04452228546143 0.0245283022522926 0 0 0 0 0 0 6 7 10002612 8472 9.04452228546143 0 0 0
"88" 0 0 0 0 0 0 1.31720006465912 0 7.6838641166687 0.03125 0 0 0 0 0 0 7 63 10006319 2173 7.6838641166687 0 0 0
"89" 0 0 0 0 0 0 18.5253009796143 0 9.02797889709473 0.0313192009925842 0 0 0 0 0 0 1 6 10007449 8333 9.02797889709473 0 0 0
"90" 0 0 0 0 0 0 5.88679981231689 0 9.02689838409424 0.0246153846383095 0 0 0 0 0 0 4 40 10015398 8324 9.02689838409424 0 0 0
"91" 0 0 0 0 0 0 40.6710014343262 0 7.6838641166687 0.0313192009925842 0 0 0 0 0 0 2 6 10013225 2173 7.6838641166687 0 0 0
"92" 0 0 0 0 0 0 19.4731998443604 31 9.01760482788086 0.0127041740342975 0.101265825331211 1 0 0 0 0 4 2 10009295 8247 9.01760482788086 0 0 1
"93" 0 0 0 0 0 0 8.33179950714111 0 9.30665016174316 0.0246153846383095 0 0 0 0 0 0 5 40 10015400 8247 9.01760482788086 0 0 0
"94" 0 0 0 0 1 0 4.51999998092651 0 9.0132303237915 0.0313192009925842 0 0 0 0 0 0 2 6 10014173 8211 9.0132303237915 0 0 0
"95" 0 0 0 0 0 0 0.0379000008106232 0 7.6838641166687 0.032992035150528 0 0 0 0 0 0 1 5 10000152 2173 7.6838641166687 0 0 0
"96" 0 0 0 0 0 0 4.54809999465942 0 9.0085916519165 0.032992035150528 0 0 0 0 0 0 3 5 10011116 8173 9.0085916519165 0 0 0
"97" 0 1 1 0 0 0 793.579223632812 882 7.6838641166687 0.0358422957360744 0 1 0 0.144411846995354 0 0 5 39 10009667 2173 7.6838641166687 1 0 0
"98" 0 0 0 0 1 0 2.89000010490417 0 7.6838641166687 0.0442890450358391 0 0 0 0 0 0 1 1 NA 2173 7.6838641166687 0 0 0
"99" 0 0 1 0 0 1 0 322 7.6838641166687 0.0358422957360744 0 0 0 0.0935083255171776 0 1 4 39 NA 2173 7.6838641166687 0 0 0
"100" 0 0 0 0 0 0 4.56279993057251 10 8.99949550628662 0.0314136110246181 0 0 0 0 0 0 2 38 10014259 8099 8.99949550628662 0 0 0
"101" 0 0 0 0 0 0 4.29099988937378 0 7.6838641166687 0.0313192009925842 0 0 0 0 0 0 2 6 NA 2173 7.6838641166687 0 0 0
"102" 0 0 0 0 0 0 15.907600402832 0 8.99850749969482 0.0314685329794884 0 0 0 0 0 0 6 37 10010614 8091 8.99850749969482 0 0 0
"103" 0 0 0 0 0 0 8.47970008850098 0 7.6838641166687 0 0 0 0 0 0 0 7 20 NA 2173 7.6838641166687 0 0 0
"104" 0 0 0 0 0 0 12.9286003112793 0 7.6838641166687 0.0245283022522926 0 0 0 0 0 0 6 7 NA 2173 7.6838641166687 0 0 0
"105" 0 0 0 0 0 0 8.6673002243042 0 7.6838641166687 NA 0 0 0 0 0 0 NA NA NA 2173 7.6838641166687 0 0 0
"106" 0 0 0 0 0 0 15.6255006790161 0 8.98919486999512 0.0245283022522926 0 0 0 0 0 0 5 7 10015759 8016 8.98919486999512 0 0 0
"107" 0 0 0 0 0 0 5.07359981536865 0 8.98869609832764 0.0245283022522926 0 1 0 0 0 0 5 7 10001164 8012 8.98869609832764 0 0 1
"108" 0 0 0 0 0 0 7.57280015945435 0 7.6838641166687 0.0314136110246181 0 0 0 0 0 0 3 38 NA 2173 7.6838641166687 0 0 0
"109" 0 0 0 0 0 0 4.78999996185303 0 8.98293781280518 0 0 0 0 0 0 0 7 27 10001153 7966 8.98293781280518 0 0 0
"110" 1 1 1 1 1 1 0 792 8.97752571105957 0.0313192009925842 0.5 0 0 0.0478216558694839 0 1 1 6 10010945 7923 8.97752571105957 0 0 0
"111" 1 1 1 0 0 0 83.9604949951172 114 8.97575664520264 0.0127041740342975 0.5 0 0 0.0506789274513721 0 0 3 2 10007040 7909 8.97575664520264 0 0 0
"112" 0 0 0 0 1 0 16.3036003112793 0 8.97423839569092 0.0246153846383095 0 0 0 0 0 0 5 40 10013978 7897 8.97423839569092 0 0 0
"113" 0 0 0 0 0 0 5.28760004043579 23 8.9697961807251 0.0127041740342975 0 0 0 0 0 0 3 2 10001863 7862 8.9697961807251 0 0 0
"114" 0 0 0 0 0 0 3.76670002937317 0 8.96597290039062 0.0313192009925842 0 0 0 0 0 0 1 6 10008998 7832 8.96597290039062 0 0 0
"115" 0 0 0 0 0 0 2.29449987411499 0 7.6838641166687 0.0358422957360744 0 0 0 0 0 0 5 39 10015146 2173 7.6838641166687 0 0 0
"116" 0 0 0 0 0 1 0 433 8.95982551574707 0.0246153846383095 0 0 0 0.00823077093809843 0 1 6 40 10015262 7784 8.95982551574707 0 0 0
"117" 0 0 0 0 0 0 6 0 8.95969676971436 0.0227272734045982 0 0 0 0 0 0 5 16 10011741 7783 8.95969676971436 0 0 0
"118" 0 0 0 0 0 0 5.05660009384155 0 8.95622158050537 0.0313192009925842 0 0 0 0 0 0 2 6 10112181 7756 8.95622158050537 0 0 0
"119" 0 0 0 0 0 0 6.65090036392212 0 8.95040321350098 0.0358422957360744 0 0 0 0 0 0 3 39 10014284 7711 8.95040321350098 0 0 0
"120" 0 0 0 0 0 0 6.43710041046143 0 8.95027351379395 0.032992035150528 0 0 0 0 0 0 3 5 10008863 7710 8.95027351379395 0 0 0
"121" 0 0 0 0 0 0 5.12739992141724 0 8.94975471496582 0.0358422957360744 0 0 0 0 0 0 5 39 10003357 7706 8.94975471496582 0 0 0
"122" 0 0 0 0 0 0 4.34779977798462 0 8.94962501525879 0.022624434903264 0 0 0 0 0 0 7 12 10004826 7705 8.94962501525879 0 0 0
"123" 0 0 0 0 1 0 72.0792999267578 0 8.9478063583374 0.0313192009925842 0 0 0 0 0 0 2 6 10005072 7691 8.9478063583374 0 0 0
"124" 0 0 0 0 0 0 395.223999023438 18 8.94754600524902 0.0313192009925842 0 0 0 0 0 0 2 6 10011886 7689 8.94754600524902 0 0 0
"125" 0 0 0 0 0 0 8.20989990234375 0 8.94624423980713 0.032992035150528 0 1 0 0 0 0 1 5 10013940 7679 8.94624423980713 1 0 0
"126" 0 0 0 0 0 0 54.2743034362793 0 8.94598388671875 0.0181818176060915 0 0 0 0 0 0 7 47 10013722 7677 8.94598388671875 0 0 0
"127" 0 0 0 0 0 0 10 0 8.94494152069092 0.0319634713232517 0 0 0 0 0 0 7 10 10000049 7669 8.94494152069092 0 0 0
"128" 0 0 0 0 0 0 5.11899995803833 0 8.94455051422119 0.0313192009925842 0 0 0 0 0 0 2 6 10013715 7666 8.94455051422119 0 0 0
"129" 0 0 0 0 0 0 13.7096996307373 0 8.94311428070068 0.032992035150528 0 0 0 0 0 0 1 5 10013602 7655 8.94311428070068 0 0 0
"130" 0 0 0 0 0 0 11.486400604248 17 7.6838641166687 0.0246153846383095 0 0 0 0 0 0 6 40 10013622 2173 7.6838641166687 0 0 0
"131" 0 0 0 0 0 0 6.60150003433228 0 8.94049835205078 0.0313192009925842 0.0490797534584999 0 0 0 0 0 1 6 10006426 7635 8.94049835205078 0 0 0
"132" 0 0 0 0 1 0 5.53320026397705 0 8.93656158447266 0.0246153846383095 0 0 0 0 0 0 6 40 10013912 7605 8.93656158447266 0 0 0
"133" 0 0 0 0 0 0 3.79250001907349 0 8.93419170379639 0.0313192009925842 0.0669642835855484 0 0 0 0 0 1 6 10012545 7587 8.93419170379639 0 0 0
"134" 0 0 0 0 0 0 6.92439985275269 0 8.93208026885986 0.0245283022522926 0.0490797534584999 0 0 0 0 0 7 7 10003548 7571 8.93208026885986 0 0 0
"135" 0 0 0 0 0 0 0.00389999989420176 0 7.6838641166687 0.0442890450358391 0 0 0 0 0 0 1 1 10003386 2173 7.6838641166687 0 0 0
"136" 0 0 0 0 0 0 5.84280014038086 0 8.92969989776611 0.032992035150528 0 0 0 0 0 0 1 5 10008168 7553 8.92969989776611 0 0 0
"137" 0 0 0 0 0 0 10.4636001586914 0 8.92797756195068 0.0313192009925842 0.181818187236786 0 0 0 0 0 1 6 10005447 7540 8.92797756195068 0 0 0
"138" 0 0 0 0 1 0 6.9520001411438 0 8.92572021484375 0.0246153846383095 0 0 0 0 0 0 5 40 10015135 7523 8.92572021484375 0 0 0
"139" 0 0 0 0 0 0 4.2435998916626 0 9.28470516204834 0.0127041740342975 0 1 0 0 0 0 3 2 10002007 7518 8.92505550384521 1 0 0
"140" 0 0 0 0 0 0 57.8959999084473 12 8.58821105957031 0.0428571440279484 0.0247116964310408 0 0 0 0 0 7 8 10011035 5368 8.58821105957031 0 0 0
"141" 0 0 0 0 0 0 28.5790996551514 0 7.6838641166687 0.0314136110246181 0 0 0 0 0 0 4 38 NA 2173 7.6838641166687 0 0 0
"142" 0 0 0 0 0 0 4.15700006484985 0 8.92372417449951 0 0 0 0 0 0 0 4 87 10010991 7508 8.92372417449951 0 0 0
"143" 0 0 0 0 0 0 4.44460010528564 0 9.28470516204834 0.0127041740342975 0 1 0 0 0 0 3 2 10002007 10772 9.28470516204834 1 0 0
"144" 0 0 0 0 0 0 0.0461999997496605 0 7.6838641166687 0.00970873795449734 0 0 0 0 0 0 5 3 10000816 2173 7.6838641166687 0 0 0
"145" 0 0 0 0 0 0 6.28780031204224 0 8.25088119506836 0.0239520967006683 0 0 0 0 0 0 7 43 10013925 3831 8.25088119506836 0 0 0
"146" 0 0 0 0 0 0 3.97549986839294 0 8.91529750823975 0.0428571440279484 0 0 0 0 0 0 7 8 10012759 7445 8.91529750823975 0 0 0
"147" 0 0 0 0 1 0 8.42249965667725 0 8.28475666046143 0.0127041740342975 0 1 0 0 0 0 3 2 10005987 3039 8.01928424835205 0 0 1
"148" 0 0 0 0 0 0 3.8882999420166 0 8.91476058959961 0.0127041740342975 0.0512820519506931 0 0 0 0 0 3 2 10010587 7441 8.91476058959961 0 0 0
"149" 0 0 0 0 0 0 5.2234001159668 0 8.91798114776611 0.0314685329794884 0 0 0 0 0 0 5 37 10000703 7465 8.91798114776611 0 0 0
"150" 0 0 0 0 1 0 255.814895629883 158 8.91058540344238 0.0313192009925842 0 0 0 0.0308731999248266 0 0 2 6 10012120 7410 8.91058540344238 0 0 0
"151" 0 0 0 0 0 0 7.67849969863892 1 8.90652942657471 0.0127041740342975 0 0 0 0 0 0 4 2 10012396 7380 8.90652942657471 0 0 0
"152" 0 0 0 0 1 0 5.54859972000122 0 8.97752571105957 0.0313192009925842 0.5 0 0 0 0 0 1 6 10010945 7407 8.91018104553223 0 0 0
"153" 0 0 0 0 0 0 7.5 0 8.91018104553223 0.0319634713232517 0 0 0 0 0 0 7 10 10013726 7407 8.91018104553223 0 0 0
"154" 0 0 0 0 0 0 5.79650020599365 0 8.90977573394775 0.0246153846383095 0.0669642835855484 0 0 0 0 0 5 40 10010875 7404 8.90977573394775 0 0 0
"155" 0 0 0 0 0 0 172.5 7 8.90923500061035 0.0245283022522926 0 0 0 0.00186052895151079 0 0 5 7 10011114 7400 8.90923500061035 0 0 0
"156" 0 0 0 0 0 0 12.6476001739502 0 8.90910053253174 0.0127041740342975 0 0 0 0 0 0 4 2 10006624 7399 8.90910053253174 0 0 0
"157" 0 0 0 0 1 0 4.76480007171631 0 8.90801811218262 0.0246153846383095 0 0 0 0 0 0 5 40 10014184 7391 8.90801811218262 0 0 0
"158" 0 0 0 0 0 0 20.7908000946045 0 8.90869426727295 0.0246153846383095 0 0 0 0 0 0 5 40 10013605 7396 8.90869426727295 0 0 0
"159" 0 0 0 0 0 0 4.93050003051758 0 8.90720653533936 0.0246153846383095 0.16666667163372 0 0 0 0 0 6 40 10004502 7385 8.90720653533936 0 0 0
"160" 0 0 0 0 0 0 0.0476000010967255 0 7.6838641166687 0.0313192009925842 0 0 0 0 0 0 2 6 10014992 2173 7.6838641166687 0 0 0
"161" 0 0 0 0 0 0 5.93559980392456 0 7.6838641166687 0.0313192009925842 0 0 0 0 0 0 1 6 NA 2173 7.6838641166687 0 0 0
"162" 0 0 0 0 0 0 4 0 7.6838641166687 0.0314136110246181 0 0 0 0 0 0 4 38 NA 2173 7.6838641166687 0 0 0
"163" 0 0 0 0 0 0 6.28099966049194 0 7.6838641166687 0.0246153846383095 0 0 0 0 0 0 4 40 NA 2173 7.6838641166687 0 0 0
"164" 0 0 0 0 0 0 9.49619960784912 0 7.6838641166687 0.0313192009925842 0 0 0 0 0 0 2 6 NA 2173 7.6838641166687 0 0 0
"165" 0 0 0 0 0 0 5.27250003814697 0 7.6838641166687 NA 0 0 0 0 0 0 NA NA NA 2173 7.6838641166687 0 0 0
"166" 0 0 0 0 0 0 5.5 0 7.6838641166687 0.0246153846383095 0 0 0 0 0 0 6 40 10013607 2173 7.6838641166687 0 0 0
"167" 0 0 0 0 1 0 17.0100002288818 0 7.6838641166687 0.0313192009925842 0 0 0 0 0 0 2 6 NA 2173 7.6838641166687 0 0 0
"168" 0 0 0 0 0 0 30.1597995758057 0 7.6838641166687 0.0313192009925842 0 0 0 0 0 0 1 6 NA 2173 7.6838641166687 0 0 0
