"minority_dummy" "above_insurance" "opening_balance" "ln_maturity" "loanlink" "travel_costs" "ln_accountage" "ward" "runner" "uninsured_no_rel" "uninsured_rel" "loanlink_before" "loanlink_current" "loanlink_after" "household_key" "accountage" "days_maturity"
"1289" 0 0 0.968876719474792 5.47227048873901 0 1 7.31121826171875 6 0 0 0 0 0 0 22790 1497 237
"1290" 0 0 0.96966552734375 5.70378255844116 0 NA 7.24708080291748 NA 0 0 0 0 0 0 NA 1404 299
"1291" 0 0 0.973287642002106 6.66440916061401 0 NA 6.85751390457153 NA 0 0 0 0 0 0 2796 951 783
"1292" 1 0 0.973936855792999 4.54329490661621 0 2 6.45833826065063 6 0 0 0 0 0 0 411 638 93
"1293" 0 0 0.976198136806488 3.91202306747437 0 7 3.49650764465332 8 0 0 0 0 0 0 778 33 49
"1294" 0 0 0.977842509746552 0 0 NA 5.96870756149292 NA 0 0 0 0 0 0 NA 391 0
"1295" 0 0 0.978561639785767 0 1 6 7.56268119812012 7 0 0 0 1 0 0 315 1925 0
"1296" 1 0 0.982454776763916 4.11087369918823 1 6 5.72031164169312 40 0 0 0 1 0 0 1099 305 60
"1297" 0 0 0.983946442604065 3.40119743347168 0 7 6.83410882949829 28 0 0 0 0 0 0 1830 929 29
"1298" 0 0 0.9844109416008 5.17048406600952 0 1 7.35244131088257 6 0 0 0 0 0 0 12767 1560 175
"1299" 0 0 0.985077679157257 5.01063537597656 0 7 7.49498605728149 49 0 0 0 0 0 0 2129 1799 149
"1300" 0 0 0.985602736473083 6.9450511932373 0 7 6.70930433273315 8 0 0 0 0 0 0 2350 820 1037
"1301" 1 0 0.985643863677979 5.13579845428467 0 2 7.35564088821411 6 0 0 0 0 0 0 3604 1565 169
"1302" 0 0 0.989342510700226 5.0434250831604 0 NA 7.36518001556396 NA 0 0 0 0 0 0 NA 1580 154
"1303" 0 0 0.993025660514832 5.50533151626587 1 7 7.00124549865723 47 0 0 0 0 1 0 2217 1098 245
"1304" 0 0 0.994099795818329 6.90875482559204 0 NA 7.48380661010742 NA 0 0 0 0 0 0 NA 1779 1000
"1305" 0 0 0.994287133216858 3.52636051177979 0 1 7.53208827972412 5 0 0 0 0 0 0 NA 1867 33
"1306" 0 0 0.995239496231079 5.17048406600952 0 NA 7.35244131088257 NA 0 0 0 0 0 0 NA 1560 175
"1307" 0 0 0.996782124042511 4.27666616439819 1 5 7.40549564361572 37 0 0 0 0 1 0 662 1645 71
"1308" 0 0 0.996782124042511 4.27666616439819 1 5 6.49828195571899 37 0 0 0 0 1 0 662 664 71
"1309" 0 0 0.998890459537506 6.54821920394897 0 1 6.94697618484497 1 0 0 0 0 0 0 435 1040 697
"1310" 0 0 0.999837040901184 6.61338424682617 0 7 6.89568281173706 43 0 0 0 0 0 0 3149 988 744
"1311" 1 0 1 5.89989757537842 0 6 0 40 0 0 0 0 0 0 170 1 364
"1312" 1 0 1 5.89989757537842 0 2 0 6 0 0 0 0 0 0 13045 1 364
"1313" 0 0 1.00094521045685 6.99668169021606 0 1 1.3862943649292 1 0 0 0 0 0 0 2791 4 1092
"1314" 0 0 1.00094521045685 6.99668169021606 0 7 1.3862943649292 70 0 0 0 0 0 0 2814 4 1092
"1315" 0 0 1.00094521045685 6.99668169021606 0 7 1.3862943649292 70 0 0 0 0 0 0 2814 4 1092
"1316" 0 0 1.00115060806274 3.178053855896 0 7 5.8200831413269 6 0 0 0 0 0 0 1238 337 23
"1317" 1 0 1.00115060806274 3.178053855896 0 2 7.14440727233887 6 0 0 0 0 0 0 73412 1267 23
"1318" 0 0 1.00115060806274 5.88887786865234 0 6 1.60943794250488 7 0 0 0 0 0 0 1707 5 360
"1319" 0 0 1.00126028060913 6.99576616287231 0 7 1.60943794250488 63 0 0 0 0 0 0 1242 5 1091
"1320" 1 0 1.00172603130341 3.04452252388 0 2 5.94542074203491 5 0 0 0 0 0 0 1484 382 20
"1321" 0 0 1.00201368331909 5.88053321838379 0 6 2.0794415473938 40 1 0 0 0 0 0 240 8 357
"1322" 0 0 1.00247144699097 4.96981334686279 0 NA 7.37211799621582 NA 0 0 0 0 0 0 NA 1591 143
"1323" 1 0 1.00316441059113 5.86929702758789 0 5 2.4849066734314 40 0 0 0 0 0 0 3585 12 353
"1324" 1 0 1.00316441059113 5.86929702758789 0 2 2.4849066734314 6 0 0 0 0 0 0 3372 12 353
"1325" 0 0 1.00345206260681 5.94279956817627 0 2 2.56494927406311 1 0 0 0 0 0 0 2452 13 380
"1326" 0 0 1.00345206260681 5.94279956817627 0 2 2.56494927406311 1 0 0 0 0 0 0 2452 13 380
"1327" 0 0 1.00345206260681 5.94279956817627 0 2 2.56494927406311 1 0 0 0 0 0 0 2452 13 380
"1328" 0 0 1.00345206260681 5.94279956817627 0 2 2.56494927406311 1 0 0 0 0 0 0 2452 13 380
"1329" 0 0 1.00376892089844 5.1018967628479 0 2 7.15305185317993 5 0 0 0 0 0 0 538 1278 163.33332824707
"1330" 0 0 1.00402736663818 5.86078643798828 0 NA 2.70805025100708 NA 1 0 0 0 0 0 NA 15 350
"1331" 0 0 1.00402736663818 5.86078643798828 0 NA 2.70805025100708 NA 1 0 0 0 0 0 NA 15 350
"1332" 0 0 1.00402736663818 5.86078643798828 0 NA 2.70805025100708 NA 1 0 0 0 0 0 NA 15 350
"1333" 0 0 1.00441098213196 1.94591009616852 0 7 5.15905523300171 43 0 0 0 0 0 0 1152 174 6
"1334" 0 0 1.00483989715576 6.48463535308838 0 7 7.3765082359314 13 0 0 0 0 0 0 2810 1598 654
"1335" 0 0 1.00504112243652 6.98378992080688 0 7 2.83321332931519 18 0 0 0 0 0 0 NA 17 1078
"1336" 1 0 1.00517809391022 5.84932470321655 0 5 2.94443893432617 40 0 0 0 0 0 0 3349 19 346
"1337" 1 0 1.00536978244781 4.49980974197388 0 2 7.40549564361572 6 0 0 0 0 0 0 3604 1645 89
"1338" 1 0 1.00571978092194 4.43081665039062 0 2 7.24494171142578 1 0 0 0 0 0 0 2512 1401 83
"1339" 1 0 1.00604104995728 5.84064149856567 0 7 3.09104251861572 45 0 0 0 0 0 0 1427 22 343
"1340" 0 0 1.00739145278931 5.77919912338257 0 NA 7.22475337982178 NA 0 0 0 0 0 0 2238 1373 322.5
"1341" 1 0 1.00776708126068 5.82304573059082 0 2 3.33220458030701 6 0 0 0 0 0 1 3271 28 337
"1342" 0 0 1.00791478157043 4.62497282028198 0 7 7.66011428833008 7 0 0 0 0 0 0 1562 2122 101
"1343" 0 0 1.00818848609924 3.95124363899231 0 NA 7.57916784286499 NA 0 0 0 0 0 0 NA 1957 51
"1344" 0 0 1.00845122337341 4.78749179840088 0 NA 7.38709020614624 NA 0 0 0 0 0 0 NA 1615 119
"1345" 0 0 1.00845122337341 4.78749179840088 0 NA 7.38709020614624 NA 0 0 0 0 0 0 NA 1615 119
"1346" 0 0 1.00904095172882 6.70808410644531 0 NA 8.00135517120361 NA 0 0 0 0 0 0 NA 2985 818
"1347" 1 0 1.00913965702057 7.12769365310669 0 2 6.5998706817627 6 0 0 0 0 0 0 2291 735 1245
"1348" 0 0 1.01010954380035 6.48920488357544 0 NA 6.98378992080688 NA 0 0 0 0 0 0 NA 1079 657
"1349" 0 0 1.01039731502533 6.96790933609009 0 7 3.33220458030701 6 0 0 0 0 0 0 1665 28 1061
"1350" 0 0 1.01067388057709 7.2063775062561 0 NA 5.0434250831604 72 0 0 0 0 0 0 3700 155 1347
"1351" 1 0 1.01150679588318 5.78382539749146 0 2 5.7714409828186 5 0 0 0 0 0 0 2889 321 324
"1352" 1 0 1.01150679588318 5.78382539749146 0 2 5.7714409828186 5 0 0 0 0 0 0 2889 321 324
"1353" 0 0 1.01150679588318 5.86646795272827 0 NA 3.71357202529907 NA 0 0 0 0 0 0 NA 41 352
"1354" 1 0 1.01160216331482 6.32614946365356 0 2 7.06987428665161 6 0 0 0 0 0 0 3209 1176 558
"1355" 0 0 1.01200127601624 5.84643888473511 0 NA 2.70805025100708 NA 1 0 0 0 0 0 NA 15 345
"1356" 0 0 1.01352047920227 5.76205158233643 1 2 3.8712010383606 1 0 0 0 1 0 0 591 48 317
"1357" 1 0 1.01435613632202 5.91350317001343 0 2 7.218909740448 6 0 0 0 0 0 0 3020 1365 369
"1358" 1 0 1.01512324810028 7.69712114334106 0 2 3.89182019233704 6 0 0 0 0 0 0 2497 49 2201
"1359" 1 0 1.01524662971497 5.74300336837769 0 7 3.98898410797119 45 1 0 0 0 0 0 1155 54 311
"1360" 0 0 1.01582181453705 5.736572265625 1 1 4.02535152435303 6 0 0 0 0 1 0 273062 56 309
"1361" 1 0 1.01615071296692 6.45676946640015 0 2 7.00306558609009 6 0 0 0 0 0 0 180 1100 636
"1362" 0 0 1.01642370223999 6.72142553329468 0 NA 6.59578037261963 NA 0 0 0 0 0 0 NA 732 829
"1363" 0 0 1.01642370223999 6.72142553329468 0 NA 6.59578037261963 NA 0 0 0 0 0 0 NA 732 829
"1364" 1 0 1.01812326908112 5.71042680740356 0 7 4.1588830947876 45 0 0 0 0 0 0 3531 64 301
"1365" 1 0 1.01890408992767 6.94215679168701 0 1 4.11087369918823 6 0 0 0 0 0 0 2790 61 1034
"1366" 0 0 1.01953434944153 6.94022226333618 0 1 4.14313459396362 6 0 0 0 0 0 0 93515 63 1032
"1367" 0 0 1.01978087425232 4.65396022796631 0 NA 4.34380531311035 NA 0 0 0 0 0 0 NA 77 104
"1368" 0 0 1.01984930038452 5.69035959243774 0 7 4.24849510192871 43 0 0 0 0 0 0 2195 70 295
"1369" 1 0 1.02056157588959 4.62497282028198 0 1 4.38202667236328 6 1 0 0 0 0 0 1445 80 101
"1370" 1 0 1.02071225643158 5.68017244338989 0 2 4.29045963287354 6 0 0 0 0 0 0 569 73 292
"1371" 0 0 1.02312636375427 4.98360681533813 0 5 7.37086009979248 37 0 0 0 0 0 0 NA 1589 145
"1372" 0 0 1.02358913421631 5.64544677734375 1 7 7.36137533187866 7 0 0 0 1 0 0 2239 1574 282
"1373" 1 0 1.02394664287567 5.05305624008179 0 6 6.2383246421814 40 0 0 0 0 0 0 1920 512 155.5
"1374" 1 0 1.02394664287567 5.05305624008179 0 6 6.2383246421814 40 0 0 0 0 0 0 1920 512 155.5
"1375" 0 0 1.02456438541412 5.06575441360474 0 4 6.03068542480469 3 0 0 0 0 0 0 3110 416 157.5
"1376" 0 0 1.02473974227905 5.63121175765991 1 7 4.46590805053711 27 0 0 0 0 1 0 2602 87 278
"1377" 0 0 1.02484309673309 6.22851085662842 0 2 7.00850534439087 1 0 0 0 0 0 0 210 1106 506
"1378" 0 0 1.02617812156677 5.61312818527222 0 NA 2.94443893432617 NA 0 0 0 0 0 0 NA 19 273
"1379" 0 0 1.02617812156677 5.61312818527222 0 2 7.38709020614624 6 0 0 0 0 0 0 983 1615 273
"1380" 0 0 1.02732884883881 5.59842205047607 0 7 4.5643482208252 32 0 0 0 0 0 0 909 96 269
"1381" 1 0 1.0276163816452 5.59471130371094 0 6 7.37023067474365 40 0 0 0 0 0 0 1919 1588 268
"1382" 1 0 1.0276163816452 5.59471130371094 0 6 7.37023067474365 40 0 0 0 0 0 0 1919 1588 268
"1383" 0 0 1.02801370620728 5.26785802841187 0 NA 6.80572271347046 NA 0 0 0 0 0 0 NA 903 193
"1384" 0 0 1.02825176715851 5.24174690246582 0 NA 6.69456195831299 NA 0 0 0 0 0 0 NA 808 188
"1385" 0 0 1.0301206111908 6.58892631530762 0 7 6.90675497055054 43 0 0 0 0 0 0 2592 999 726
"1386" 1 0 1.03019177913666 4.17438745498657 0 2 4.76217412948608 6 0 0 0 0 0 0 462 117 64
"1387" 1 0 1.03019177913666 4.17438745498657 0 2 4.76217412948608 6 0 0 0 0 0 0 462 117 64
"1388" 0 0 1.03091776371002 5.00394630432129 0 NA 7.35308170318604 NA 0 0 0 0 0 0 NA 1561 148
"1389" 1 0 1.03115165233612 6.92264366149902 0 2 4.39444923400879 6 0 0 0 0 0 0 13541 81 1014
"1390" 0 0 1.03128588199615 5.01396322250366 0 2 7.57763385772705 1 0 0 0 0 0 0 459 1954 149.5
"1391" 0 0 1.03221917152405 5.53338956832886 0 1 7.57095861434937 6 0 0 0 0 0 0 2913 1941 252
"1392" 0 0 1.0330822467804 5.7397928237915 0 7 4.75359010696411 15 0 0 0 0 0 0 678 116 310
"1393" 0 0 1.0330822467804 5.7397928237915 0 7 4.75359010696411 15 0 0 0 0 0 0 678 116 310
"1394" 0 0 1.0330822467804 5.7397928237915 0 7 4.75359010696411 15 0 0 0 0 0 0 678 116 310
"1395" 0 0 1.0330822467804 5.7397928237915 0 7 4.75359010696411 15 0 0 0 0 0 0 678 116 310
"1396" 0 0 1.0330822467804 5.7397928237915 0 7 4.75359010696411 15 0 0 0 0 0 0 678 116 310
"1397" 0 0 1.03423297405243 5.50533151626587 0 7 6.74641227722168 63 0 0 0 0 0 0 2515 851 245
"1398" 0 0 1.03465747833252 6.89264154434204 0 7 4.70953035354614 9 0 0 0 0 0 0 2199 111 984
"1399" 1 0 1.03595888614655 5.48063898086548 0 2 4.83628177642822 5 0 0 0 0 0 0 13464 126 239
"1400" 0 0 1.03670132160187 7.43838357925415 0 7 6.1377272605896 43 0 0 0 0 0 0 1693 463 1699
"1401" 1 0 1.03749310970306 6.88346242904663 0 7 6.84906625747681 45 0 0 0 0 0 0 1988 943 975
"1402" 1 0 1.03749310970306 6.88346242904663 0 7 6.84906625747681 45 0 0 0 0 0 0 1988 943 975
"1403" 0 0 1.03998637199402 5.42053508758545 0 1 7.39694881439209 1 0 0 0 0 0 0 282291 1631 225
"1404" 1 0 1.04342460632324 6.66185474395752 0 1 6.85961484909058 6 0 0 0 0 0 0 22543 953 781
"1405" 0 0 1.04473972320557 6.85961484909058 0 7 4.96284484863281 47 0 0 0 0 0 0 804 143 952
"1406" 0 0 1.04507875442505 5.18738603591919 0 7 7.46164035797119 43 0 0 0 0 0 0 1149 1740 178
"1407" 0 0 1.04533565044403 6.9112491607666 0 2 5.60580205917358 1 0 0 0 0 0 0 11 272 1002.5
"1408" 0 0 1.04628682136536 3.63758611679077 0 7 5.11198759078979 42 0 0 0 0 0 0 529 166 37
"1409" 0 0 1.04832875728607 5.28320360183716 0 7 5.12989854812622 12 0 0 0 0 0 0 1603 169 196
"1410" 0 0 1.04832875728607 5.28320360183716 0 7 5.12989854812622 12 0 0 0 0 0 0 1603 169 196
"1411" 0 0 1.0497670173645 5.25749540328979 0 7 6.54534959793091 43 0 0 0 0 0 0 1152 696 191
"1412" 0 0 1.05230128765106 7.68478393554688 0 2 5.24174690246582 1 0 0 0 0 0 0 683 189 2174
"1413" 1 0 1.05379450321198 5.18178367614746 0 3 7.18235206604004 6 0 0 0 0 0 0 NA 1316 177
"1414" 0 0 1.05387675762177 6.82871198654175 0 7 5.14749431610107 43 0 0 0 0 0 0 1781 172 923
"1415" 0 0 1.05552053451538 5.14749431610107 0 4 5.26785802841187 2 1 0 0 0 0 0 1845 194 171
"1416" 0 0 1.05670011043549 4.40671920776367 0 7 5.29831743240356 8 0 0 0 0 0 0 630 200 81
"1417" 0 0 1.05673015117645 5.29330492019653 0 7 5.11799383163452 42 0 0 0 0 0 0 815 167 198
"1418" 0 0 1.05760276317596 6.60123014450073 0 7 6.90675497055054 47 0 0 0 0 0 0 804 999 735
"1419" 0 0 1.05760276317596 6.60123014450073 0 7 6.90675497055054 47 0 0 0 0 0 0 804 999 735
"1420" 1 0 1.05860280990601 7.63336944580078 0 2 5.23110866546631 5 0 0 0 0 0 0 107 187 2065
"1421" 1 0 1.05861079692841 4.24132680892944 0 2 5.41610050201416 6 0 0 0 0 0 0 1047 225 68.5
"1422" 1 0 1.05863833427429 5.54322242736816 0 3 5.51342868804932 6 0 0 0 0 0 0 NA 248 254.5
"1423" 0 0 1.05926024913788 5.06890439987183 0 4 6.35088586807251 2 0 0 0 0 0 0 718 573 158
"1424" 0 0 1.05926024913788 5.06890439987183 0 4 6.35088586807251 2 0 0 0 0 0 0 718 573 158
"1425" 0 0 1.05954790115356 6.80903911590576 0 1 7.16084575653076 6 0 0 0 0 0 0 175 1288 905
"1426" 0 0 1.06001400947571 4.99043273925781 0 5 7.06390380859375 4 0 0 0 0 0 0 NA 1169 146
"1427" 0 0 1.06098628044128 5.03043794631958 0 4 5.36129236221313 38 0 0 0 0 0 0 100 213 152
"1428" 1 0 1.06152880191803 5.03043794631958 0 2 7.56941175460815 6 0 0 0 0 0 0 276 1938 152
"1429" 0 0 1.06184923648834 5.01063537597656 0 2 6.36647033691406 5 0 0 0 0 0 0 3685 582 149
"1430" 1 0 1.06184923648834 6.2441668510437 0 2 5.37527847290039 6 0 0 0 0 0 0 233031 216 514
"1431" 1 0 1.06184923648834 6.2441668510437 0 2 5.37527847290039 6 0 0 0 0 0 0 143031 216 514
"1432" 0 0 1.06213700771332 5.00394630432129 0 1 6.8511848449707 6 0 0 0 0 0 0 2688 945 148
"1433" 0 0 1.0628342628479 6.81014251708984 0 7 7.06390380859375 11 0 0 0 0 0 0 1763 1169 906
"1434" 0 0 1.06501364707947 4.93447399139404 1 4 7.23345518112183 38 0 0 0 0 1 0 1933 1385 138
"1435" 0 0 1.06768214702606 5.1059455871582 0 7 6.64378976821899 46 0 0 0 0 0 0 2282 768 164
"1436" 0 0 1.0687849521637 4.21212768554688 0 6 6.93537044525146 7 0 0 0 0 0 0 1130 1028 66.5
"1437" 1 0 1.0722109079361 7.12769365310669 0 2 6.5998706817627 6 0 0 0 0 0 0 22291 735 1245
"1438" 1 0 1.0722109079361 7.12769365310669 0 1 6.5998706817627 6 0 0 0 0 0 0 NA 735 1245
"1439" 0 0 1.07440221309662 6.81892395019531 0 NA 7.96935796737671 NA 0 0 0 0 0 0 NA 2891 914
"1440" 1 0 1.07719123363495 4.75359010696411 0 6 6.8875527381897 40 0 0 0 0 0 0 1920 980 115
"1441" 1 0 1.07745206356049 4.68213129043579 0 7 7.33953762054443 80 1 0 0 0 0 0 2698 1540 107
"1442" 1 0 1.07869386672974 6.78445720672607 0 7 5.35185813903809 18 0 0 0 0 0 0 617 211 883
"1443" 0 0 1.0789167881012 5.68357992172241 0 NA 3.71357202529907 NA 0 0 0 0 0 0 NA 41 293
"1444" 1 0 1.07926023006439 4.62497282028198 0 4 5.57594919204712 39 0 0 0 0 0 0 2626 264 101
"1445" 1 0 1.07926023006439 4.62497282028198 0 2 5.57594919204712 6 0 0 0 0 0 0 33251 264 101
"1446" 0 0 1.07937681674957 4.99043273925781 0 NA 7.37023067474365 NA 0 0 0 0 0 0 NA 1588 146
"1447" 1 0 1.07956159114838 4.61512041091919 0 2 5.57973003387451 6 0 0 0 0 0 0 3541 265 100
"1448" 1 0 1.0810683965683 4.5643482208252 0 7 6.46302938461304 45 1 0 0 0 0 0 1155 641 95
"1449" 0 0 1.08255302906036 6.71417045593262 0 NA 6.59578037261963 NA 0 0 0 0 0 0 NA 732 823
"1450" 0 0 1.08255302906036 6.71417045593262 0 NA 6.59578037261963 NA 0 0 0 0 0 0 NA 732 823
"1451" 0 0 1.08255302906036 6.71417045593262 0 NA 6.59578037261963 NA 0 0 0 0 0 0 NA 732 823
"1452" 0 0 1.08255302906036 6.71417045593262 0 NA 6.59578037261963 NA 0 0 0 0 0 0 NA 732 823
"1453" 0 0 1.08255302906036 6.71417045593262 0 NA 6.59578037261963 NA 0 0 0 0 0 0 NA 732 823
"1454" 0 0 1.08347940444946 4.47733688354492 0 5 6.46769857406616 7 0 0 0 0 0 0 NA 644 87
"1455" 0 0 1.08392441272736 4.94402027130127 0 1 7.57558488845825 6 0 0 0 0 0 0 973 1950 139.33332824707
"1456" 1 0 1.08416092395782 5.55682802200317 0 1 7.29709100723267 1 0 0 0 0 0 0 3186 1476 258
"1457" 1 0 1.08416092395782 5.55682802200317 0 2 7.29709100723267 6 0 0 0 0 0 1 3030 1476 258
"1458" 0 0 1.08484280109406 5.17048406600952 0 2 7.01301574707031 1 1 0 0 0 0 0 459 1111 175
"1459" 0 0 1.08712327480316 6.72142553329468 0 6 5.58349609375 7 1 0 0 0 0 0 1939 266 829
"1460" 0 0 1.08712327480316 6.72142553329468 0 6 5.58349609375 7 1 0 0 0 0 0 1939 266 829
"1461" 0 0 1.08712327480316 6.72142553329468 0 6 5.58349609375 7 1 0 0 0 0 0 1939 266 829
"1462" 1 0 1.08800005912781 4.29045963287354 0 5 5.68017244338989 40 0 0 0 0 0 0 3390 293 72
"1463" 0 0 1.0881096124649 6.71780490875244 0 7 6.4329400062561 7 0 0 0 0 0 0 645 622 826
"1464" 1 0 1.08860278129578 4.26268005371094 0 7 5.68697547912598 43 0 0 0 0 0 0 2184 295 70
"1465" 0 0 1.09012770652771 7.15109348297119 0 7 6.6821084022522 5 0 0 0 0 0 1 2385 798 1274.5
"1466" 0 0 1.09041094779968 4.17438745498657 0 1 5.70711040496826 6 0 0 0 0 0 0 985 301 64
"1467" 0 0 1.09041094779968 6.70930433273315 0 7 5.62040090560913 9 0 0 0 0 0 0 1105 276 819
"1468" 0 0 1.09041094779968 6.70930433273315 0 2 5.62040090560913 1 0 0 0 0 0 0 1851 276 819
"1469" 0 0 1.09041094779968 6.70930433273315 0 2 5.62040090560913 1 0 0 0 0 0 0 1851 276 819
"1470" 0 0 1.09041094779968 6.70930433273315 0 7 5.62040090560913 9 0 0 0 0 0 0 1105 276 819
"1471" 0 0 1.09221911430359 4.07753753662109 0 7 5.72684764862061 5 0 0 0 0 0 0 1681 307 58
"1472" 0 0 1.09221911430359 4.07753753662109 0 7 5.72684764862061 5 0 0 0 0 0 0 1681 307 58
"1473" 0 0 1.09221911430359 4.07753753662109 0 7 5.72684764862061 5 0 0 0 0 0 0 1681 307 58
"1474" 1 0 1.09263706207275 6.46925020217896 0 2 7.0483865737915 5 0 0 0 0 0 1 522 1151 644
"1475" 0 0 1.0937260389328 3.98898410797119 0 NA 5.74300336837769 NA 0 0 0 0 0 0 NA 312 53
"1476" 0 0 1.0955616235733 5.28320360183716 0 5 6.80239486694336 37 0 0 0 0 0 0 1063 900 196
"1477" 0 0 1.09915065765381 5.00841045379639 0 5 5.86929702758789 37 0 0 0 0 0 0 1552 354 148.66667175293
"1478" 1 0 1.09975337982178 5.37759065628052 0 2 5.80513477325439 6 0 0 0 0 0 0 3305 332 215.5
"1479" 0 0 1.10031068325043 4.85981225967407 1 7 7.45472002029419 32 0 0 0 1 0 0 746 1728 128
"1480" 0 0 1.10186302661896 5.34472370147705 0 4 5.82600021362305 2 0 0 0 0 0 0 733 339 208.5
"1481" 0 0 1.10238218307495 5.65248918533325 0 5 7.47873497009277 4 0 0 0 0 0 0 2013 1770 284
"1482" 0 0 1.10252833366394 4.46590805053711 0 1 7.40731763839722 1 0 0 0 0 0 0 1133 1648 86
"1483" 1 0 1.10279452800751 6.70073127746582 0 7 6.82654523849487 10 0 0 0 0 0 0 1514 922 812
"1484" 0 0 1.10336983203888 5.3205680847168 0 6 5.84064149856567 11 0 0 0 0 0 0 2572 344 203.5
"1485" 0 0 1.10427391529083 2.94443893432617 0 2 5.84932470321655 5 0 0 0 0 0 0 3674 347 18
"1486" 0 0 1.10638356208801 2.4849066734314 0 1 5.86929702758789 6 1 0 0 0 0 0 1661 354 11
"1487" 0 0 1.10638356208801 2.4849066734314 0 4 5.86929702758789 39 0 0 0 0 0 0 1000 354 11
"1488" 0 0 1.10698628425598 2.30258512496948 0 NA 7.29979753494263 NA 1 0 0 0 0 0 NA 1480 9
"1489" 0 0 1.10698628425598 2.30258512496948 0 6 5.87493085861206 37 0 0 0 0 0 0 1254 356 9
"1490" 0 0 1.10728764533997 2.19722461700439 1 7 5.87773561477661 12 0 0 0 0 1 0 874 357 8
"1491" 0 0 1.10761535167694 3.23867845535278 0 6 6.29156923294067 8 0 0 0 0 0 0 NA 540 24.5
"1492" 1 0 1.10786354541779 5.89715385437012 0 3 7.56475687026978 6 0 0 0 0 0 0 NA 1929 363
"1493" 1 0 1.10786354541779 5.89715385437012 0 3 7.56475687026978 6 0 0 0 0 0 0 NA 1929 363
"1494" 0 0 1.11034941673279 5.40717172622681 0 5 6.2324481010437 4 0 0 0 0 0 0 2013 509 222
"1495" 0 0 1.11059176921844 6.83141422271729 1 7 7.0483865737915 8 0 0 0 0 1 0 1690 1151 925.5
"1496" 0 0 1.11079454421997 6.56807804107666 0 4 5.95324325561523 39 0 0 0 0 0 0 1070 385 711
"1497" 0 0 1.11123287677765 6.33327960968018 0 NA 7.06731986999512 NA 0 0 0 0 0 0 2406 1173 562
"1498" 0 0 1.11331510543823 5.86929702758789 0 7 7.22329568862915 7 0 0 0 0 0 0 2433 1371 353
"1499" 0 0 1.11638355255127 7.50052928924561 0 1 5.87211799621582 5 0 0 0 0 0 0 1595 355 1808
"1500" 0 0 1.11663019657135 4.21950769424438 0 NA 7.22475337982178 NA 0 0 0 0 0 0 NA 1373 67
"1501" 1 0 1.11723291873932 0 0 1 6.4831075668335 6 0 0 0 0 0 0 1283 654 0
"1502" 1 0 1.11802744865417 6.60123014450073 1 3 5.88610410690308 2 0 0 0 0 1 0 1134 360 735
"1503" 1 0 1.11893427371979 7.167809009552 0 2 6.52795791625977 6 0 0 0 0 0 0 123031 684 1296
"1504" 0 0 1.11893427371979 7.167809009552 0 2 6.52795791625977 6 0 0 0 0 0 0 113031 684 1296
"1505" 1 0 1.11967122554779 7.49498605728149 0 2 5.89989757537842 6 0 0 0 0 0 0 416 365 1798
"1506" 0 0 1.12292456626892 5.92023706436157 1 7 6.20253562927246 6 0 0 0 0 0 0 782 494 371.5
"1507" 0 0 1.12416434288025 6.61740303039551 0 7 6.89467000961304 42 0 0 0 0 0 0 2002 987 747
"1508" 1 0 1.12526023387909 7.48436880111694 0 2 5.94542074203491 1 1 0 0 0 0 0 1290 382 1779
"1509" 1 0 1.12558901309967 6.57088279724121 0 7 5.94803476333618 8 0 0 0 0 0 0 2925 383 713
"1510" 0 0 1.12624657154083 6.56807804107666 0 7 5.95324325561523 43 0 0 0 0 0 0 2321 385 711
"1511" 0 0 1.12624657154083 6.56807804107666 0 7 5.95324325561523 43 0 0 0 0 0 0 2321 385 711
"1512" 0 0 1.12634241580963 6.60867500305176 0 7 6.90173721313477 18 0 0 0 0 0 0 2219 994 740.5
"1513" 1 0 1.12657535076141 7.2737865447998 0 2 5.95583724975586 6 1 0 0 0 0 0 22788 386 1441
"1514" 0 0 1.12779653072357 4.72738790512085 0 NA 7.56475687026978 NA 0 0 0 0 0 0 NA 1929 112
"1515" 1 0 1.12821912765503 6.55961513519287 0 3 7.24779272079468 6 0 0 0 0 0 0 NA 1405 705
"1516" 1 0 1.12862610816956 3.40119743347168 1 2 5.81711101531982 6 0 0 0 0 1 0 456 336 29
"1517" 1 0 1.12887668609619 7.4781699180603 0 1 5.97380971908569 6 0 0 0 0 0 0 1479 393 1768
"1518" 1 0 1.12887668609619 7.4781699180603 0 1 5.97380971908569 6 0 0 0 0 0 0 1479 393 1768
"1519" 0 0 1.1304931640625 5.69709348678589 0 4 6.07304430007935 2 0 0 0 0 0 0 12498 434 297
"1520" 0 0 1.1304931640625 5.69709348678589 0 4 6.07304430007935 2 0 0 0 0 0 0 12498 434 297
"1521" 1 0 1.13084936141968 6.54821920394897 0 2 5.99146461486816 6 0 0 0 0 0 0 83604 400 697
"1522" 0 0 1.13101100921631 5.58724880218506 0 5 4.58496761322021 7 0 0 0 0 0 0 1656 98 266
"1523" 1 0 1.13150680065155 5.45532131195068 0 2 7.31388664245605 6 0 0 0 0 0 0 3604 1501 233
"1524" 0 0 1.13156116008759 7.12628841400146 0 1 6.59714555740356 1 0 0 0 0 0 0 NA 733 1243.25
"1525" 1 0 1.13183557987213 7.473069190979 1 2 5.99645185470581 5 0 0 0 1 0 0 1649 402 1759
